price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,size,type,paint_color,state
23990,2019,honda,civic touring coupe 2d,good,,gas,7257,clean,automatic,,coupe,white,mi
23990,2019,ford,mustang ecoboost coupe 2d,good,,gas,1599,clean,other,,coupe,blue,mi
13690,2012,honda,accord ex-l coupe 2d,good,,gas,76888,clean,other,,coupe,black,mi
17900,2016,buick,cascada premium,good,,gas,43454,clean,other,,convertible,grey,mi
12900,2013,hyundai,elantra gs coupe 2d,good,,gas,34079,clean,automatic,,coupe,silver,mi
5999,2006,chevrolet,monte carlo lt 3.5l,excellent,6 cylinders,gas,137021,clean,automatic,,coupe,,ca
17990,2011,nissan,370z coupe 2d,good,6 cylinders,gas,78535,clean,automatic,,coupe,,mi
13900,2012,chevrolet,camaro ls coupe 2d,good,6 cylinders,gas,83062,clean,automatic,,coupe,red,mi
15990,2017,,smart fortwo cabrio Passion,good,,gas,15962,clean,automatic,,convertible,red,mi
13900,2015,honda,civic lx coupe 2d,good,,gas,39437,clean,automatic,,coupe,grey,mi
21900,2013,dodge,challenger r/t plus coupe,good,8 cylinders,gas,36168,clean,other,,coupe,black,mi
20400,2014,mercedes-benz,c-class c 350,good,6 cylinders,gas,49552,clean,automatic,,coupe,silver,mi
4499,1975,ford,mustang,good,8 cylinders,gas,180000,clean,automatic,,coupe,blue,nm
8000,1977,,oldsmobile cutlass supreme,excellent,8 cylinders,gas,67686,clean,automatic,full-size,coupe,yellow,mi
4500,1997,bmw,z3 convertible,good,6 cylinders,gas,148000,salvage,manual,compact,convertible,blue,nm
9995,2009,audi,a5 quattro premium plus,good,6 cylinders,gas,78950,clean,automatic,,coupe,blue,nm
16000,2004,chevrolet,corvette,,8 cylinders,gas,72184,clean,automatic,,coupe,red,wv
15200,2012,mini,convertible cooper s 2d,good,,gas,44085,clean,automatic,,convertible,blue,mi
25990,2016,bmw,2 series m235i xdrive,good,,gas,39944,clean,automatic,,convertible,silver,mi
27990,2014,bmw,z4 sdrive35i roadster 2d,good,,gas,34729,clean,other,,convertible,black,mi
23990,2014,ford,mustang gt coupe 2d,good,8 cylinders,gas,32013,clean,other,,coupe,grey,mi
19990,2016,bmw,4 series 428i xdrive coupe,good,,gas,60563,clean,automatic,,coupe,black,mi
20790,2019,honda,civic sport coupe 2d,good,,gas,746,clean,other,,coupe,black,mi
21990,2012,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,40615,clean,other,,coupe,black,mi
19000,2015,dodge,challenger sxt coupe 2d,good,6 cylinders,gas,46936,clean,other,,coupe,grey,mi
19800,2014,audi,a5 premium coupe 2d,good,,gas,40920,clean,automatic,,coupe,grey,mi
16990,2013,bmw,3 series 328i convertible 2d,good,,gas,70034,clean,automatic,,convertible,grey,mi
24990,2012,bmw,6 series 650i coupe 2d,good,8 cylinders,gas,55897,clean,automatic,,coupe,white,mi
15590,2013,mini,convertible cooper s 2d,good,,gas,36622,clean,automatic,,convertible,black,mi
9995,2015,honda,accord,,,gas,92798,clean,manual,,coupe,black,va
0,2015,bmw,m235i,,,gas,55999,clean,automatic,sub-compact,coupe,white,va
4500,2007,mitsubishi,eclipse,good,4 cylinders,gas,121000,clean,automatic,mid-size,coupe,blue,va
5950,2012,chrysler,300 limited,like new,4 cylinders,gas,174808,clean,automatic,full-size,coupe,black,va
4500,1995,,xjs jag,good,6 cylinders,gas,10700,clean,automatic,mid-size,coupe,black,mi
12500,2007,ford,mustang gt convertible,excellent,8 cylinders,gas,38900,clean,automatic,,convertible,blue,il
9995,2014,hyundai,elantra coupe,good,4 cylinders,gas,18652,salvage,automatic,,coupe,black,mi
0,2018,ford,mustang,,,gas,29068,clean,automatic,sub-compact,convertible,white,il
8490,1990,chevrolet,corvette,like new,8 cylinders,gas,66000,clean,automatic,mid-size,convertible,white,ny
26200,2017,jeep,wrangler sport,like new,6 cylinders,gas,3000,clean,automatic,mid-size,convertible,brown,oh
23590,2014,mercedes-benz,e-class e 350,good,6 cylinders,gas,33600,clean,automatic,,coupe,black,oh
5995,2008,volkswagen,eos,,,gas,134033,clean,automatic,sub-compact,convertible,blue,dc
24995,2010,dodge,challenger,,8 cylinders,gas,38276,clean,manual,,coupe,blue,va
2000,2006,honda,accord,good,,gas,,clean,automatic,,coupe,silver,ny
9995,2002,lexus,sc 430,good,8 cylinders,gas,82814,clean,automatic,mid-size,convertible,white,mi
4999,2002,mercedes-benz,benz cl55 amg,good,8 cylinders,gas,108000,clean,automatic,,coupe,silver,ny
0,2015,honda,civic,,,gas,72439,clean,manual,compact,coupe,,va
22000,2007,chevrolet,corvette,excellent,8 cylinders,gas,45000,clean,automatic,mid-size,coupe,blue,va
0,2013,hyundai,genesis coupe,,,gas,77421,clean,manual,,coupe,white,va
22500,1955,ford,sunliner,excellent,8 cylinders,gas,67000,clean,automatic,full-size,convertible,blue,ny
8750,2012,ford,mustang,good,6 cylinders,gas,77,clean,automatic,mid-size,coupe,silver,ny
3950,2010,chevrolet,cobalt,good,4 cylinders,gas,129754,rebuilt,automatic,mid-size,coupe,green,il
95975,2013,,Mclaren MP4-12C,,8 cylinders,gas,16000,clean,automatic,,coupe,orange,il
9999,1995,bmw,8 series 840ci,excellent,8 cylinders,gas,122563,clean,automatic,,coupe,,ca
17995,2016,ford,mustang convertible,excellent,4 cylinders,gas,66100,clean,automatic,mid-size,convertible,blue,ny
6000,1952,ford,club coupe,,8 cylinders,gas,,clean,automatic,,coupe,grey,va
5995,2008,volkswagen,eos,,4 cylinders,gas,111995,clean,automatic,,convertible,black,va
25000,1967,chevrolet,chevelle,good,8 cylinders,gas,73000,clean,manual,,coupe,black,va
9500,2008,bmw,650,excellent,8 cylinders,gas,105119,clean,automatic,,coupe,black,ny
0,2012,chevrolet,corvette,,8 cylinders,gas,27081,clean,automatic,,convertible,silver,va
14999,2010,chevrolet,camaro 2lt,excellent,6 cylinders,gas,93714,clean,automatic,,coupe,,ca
6000,2005,acura,rsx type-s,good,4 cylinders,gas,123800,clean,manual,,coupe,black,ca
15999,2016,dodge,challenger sxt,excellent,6 cylinders,gas,74950,clean,automatic,,coupe,,ca
0,2013,bmw,335,,6 cylinders,gas,86583,clean,automatic,,convertible,grey,wv
2995,2006,chevrolet,cobalt lt,good,4 cylinders,gas,167800,clean,automatic,compact,coupe,orange,mi
26900,1955,ford,fairlane crown victoria,excellent,8 cylinders,gas,12000,clean,automatic,full-size,coupe,yellow,ny
8999,2006,bmw,325ci,excellent,6 cylinders,gas,107754,clean,manual,,convertible,,ca
800,2003,pontiac,sunfire,fair,4 cylinders,gas,230000,clean,automatic,compact,coupe,black,wv
26995,1979,pontiac,trans am,like new,8 cylinders,gas,31000,clean,automatic,full-size,coupe,silver,wv
9500,1998,chevrolet,corvette,,8 cylinders,gas,155000,clean,automatic,,coupe,black,ca
14990,2016,honda,civic,,4 cylinders,gas,42479,clean,automatic,compact,coupe,silver,dc
8000,1991,chevrolet,corvette,good,8 cylinders,gas,98000,clean,automatic,,convertible,white,wv
16000,2004,chevrolet,corvette,,8 cylinders,gas,72184,clean,automatic,,coupe,red,wv
5999,2006,chevrolet,monte carlo lt 3.5l,excellent,6 cylinders,gas,137021,clean,automatic,,coupe,,ca
15995,2016,dodge,challenger sxt,excellent,6 cylinders,gas,42900,clean,automatic,,coupe,red,mi
50000,2016,dodge,challenger hellcat,like new,8 cylinders,gas,7600,clean,automatic,,coupe,black,wv
3499,2013,honda,civic,,4 cylinders,gas,100300,salvage,other,,coupe,red,wv
17500,2003,chevrolet,corvette convertible,excellent,8 cylinders,gas,79542,clean,automatic,full-size,convertible,red,il
35000,1967,chevrolet,chevelle malibu,excellent,8 cylinders,gas,500,clean,automatic,,coupe,orange,il
3950,2010,chevrolet,cobalt,good,4 cylinders,gas,105180,rebuilt,automatic,mid-size,coupe,white,il
29000,2018,buick,regal essence.,like new,8 cylinders,gas,2400,clean,automatic,full-size,coupe,white,ny
3990,2006,toyota,solara sle,excellent,6 cylinders,gas,178553,clean,automatic,,coupe,silver,il
7500,2010,infiniti,g37x coupe,,6 cylinders,gas,,clean,other,,coupe,black,ny
4999,2008,honda,civic ex,excellent,4 cylinders,gas,130602,clean,automatic,compact,coupe,brown,il
3950,2005,toyota,camry solara se,excellent,6 cylinders,gas,144868,clean,automatic,,coupe,silver,il
5500,2002,chevrolet,camaro convertible,like new,6 cylinders,gas,126792,clean,automatic,mid-size,coupe,silver,il
29995,2014,bmw,650xi,excellent,8 cylinders,gas,45197,clean,automatic,,coupe,white,ny
6500,2009,mini,cooper clubman s,excellent,4 cylinders,gas,97000,clean,manual,,coupe,,il
14000,1972,chevrolet,monte carlo,good,8 cylinders,gas,,clean,automatic,full-size,coupe,blue,il
8999,1999,bmw,m3,excellent,6 cylinders,gas,93710,clean,automatic,compact,convertible,red,il
10295,2012,bmw,3 series,,6 cylinders,gas,113293,clean,automatic,,convertible,black,il
6995,2013,chrysler,200 convertible touring,excellent,4 cylinders,gas,92400,clean,automatic,,convertible,white,il
13990,2014,volkswagen,beetle convertible,excellent,4 cylinders,gas,99100,clean,automatic,compact,convertible,blue,il
29995,2016,bmw,2 series,good,6 cylinders,gas,6702,clean,automatic,mid-size,convertible,grey,mi
2500,2008,volkswagen,beetle bug,excellent,4 cylinders,gas,145000,clean,automatic,mid-size,coupe,red,il
13950,2015,mazda,miata,excellent,4 cylinders,gas,53000,clean,automatic,compact,convertible,white,il
9500,2013,infiniti,g37,like new,6 cylinders,gas,7400,rebuilt,automatic,compact,coupe,white,tx
25995,2015,jeep,wrangler unlimited,,,gas,70826,clean,manual,,convertible,black,il
4250,2003,honda,accord,good,6 cylinders,gas,126000,clean,automatic,mid-size,coupe,grey,or
9974,2007,ford,mustang,,8 cylinders,gas,94090,clean,automatic,,convertible,custom,dc
22900,2009,dodge,challenger,like new,8 cylinders,gas,21580,clean,automatic,mid-size,coupe,black,il
7000,1987,,oldsmobile cutlass,excellent,6 cylinders,gas,25591,clean,automatic,full-size,coupe,,wv
7200,1984,chevrolet,corvette,excellent,8 cylinders,gas,,clean,automatic,compact,coupe,red,il
0,2010,honda,civic,,4 cylinders,gas,106593,clean,automatic,sub-compact,coupe,red,tx
9500,2015,hyundai,genesis coupe 3.8,like new,6 cylinders,gas,74000,rebuilt,manual,compact,coupe,blue,tx
0,2008,chrysler,sebring,,4 cylinders,gas,104321,clean,automatic,,convertible,,or
0,2017,dodge,challenger sxt,like new,6 cylinders,gas,53147,clean,automatic,sub-compact,coupe,white,tx
12500,2002,chevrolet,corvette. c5,excellent,8 cylinders,gas,113000,clean,automatic,,convertible,red,il
0,2016,dodge,challenger r/t,like new,8 cylinders,gas,65867,clean,automatic,full-size,coupe,black,tx
0,2010,bmw,135i,,,gas,78308,clean,automatic,sub-compact,convertible,black,dc
18977,2004,chevrolet,corvette,,8 cylinders,gas,42091,clean,manual,,convertible,red,il
12999,2004,lexus,sc 430,excellent,,gas,72452,clean,automatic,,convertible,,ny
5800,2006,toyota,camry solara se fwd,excellent,6 cylinders,gas,138002,clean,automatic,,convertible,white,il
12590,2012,chrysler,200 limited convertible,good,6 cylinders,gas,66953,clean,other,,convertible,silver,il
17300,2012,cadillac,cts 3.6 coupe 2d,good,6 cylinders,gas,87472,clean,other,,coupe,black,il
16990,2017,honda,civic lx-p coupe 2d,good,,gas,30401,clean,automatic,,coupe,black,il
16990,2015,mazda,mx-5 miata grand touring,good,,gas,54907,clean,other,,convertible,black,il
16990,2012,infiniti,g g37 coupe 2d,good,6 cylinders,gas,69210,clean,automatic,,coupe,silver,il
12500,2002,chevrolet,corvette coupe,excellent,8 cylinders,gas,142365,clean,automatic,mid-size,coupe,blue,il
15000,1989,cadillac,allante,excellent,8 cylinders,gas,35000,clean,automatic,compact,convertible,red,il
312,2017,toyota,86,,4 cylinders,gas,18727,clean,manual,,coupe,custom,il
5876,2001,chevrolet,monte carlo,,6 cylinders,gas,102140,clean,automatic,mid-size,coupe,silver,il
19900,2013,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,57210,clean,other,,coupe,black,il
18400,2017,ford,mustang ecoboost premium,good,,gas,66222,clean,automatic,,convertible,black,il
20300,2011,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,64485,clean,other,,coupe,blue,il
8500,2004,ford,mustang gt deluxe convertib,good,8 cylinders,gas,78352,clean,manual,mid-size,coupe,black,il
16000,2012,ford,mustang gt,,8 cylinders,gas,92751,clean,manual,,coupe,silver,il
2800,2003,mitsubishi,,good,6 cylinders,gas,150000,clean,manual,compact,convertible,grey,ca
6000,2009,honda,accord ex-l,,6 cylinders,gas,153113,clean,automatic,,coupe,blue,il
12200,1981,chevrolet,corvette,excellent,8 cylinders,gas,90000,clean,automatic,,coupe,black,ny
9999,1995,bmw,8 series 840ci,excellent,8 cylinders,gas,122563,clean,automatic,,coupe,,ca
18797,2015,bmw,428i xdrive,excellent,,gas,88492,clean,automatic,,coupe,black,ny
2200,2002,honda,civic,fair,4 cylinders,gas,,clean,manual,,coupe,green,ca
5500,2007,mercedes-benz,clk350,like new,6 cylinders,diesel,160000,clean,automatic,compact,convertible,brown,ny
3500,1991,chevrolet,camaro rs,excellent,6 cylinders,gas,121000,clean,automatic,mid-size,coupe,white,ny
6000,1989,ford,mustang,excellent,4 cylinders,gas,75417,clean,automatic,compact,convertible,grey,wi
15990,2013,volvo,c70 convertible,excellent,5 cylinders,gas,86696,clean,automatic,mid-size,convertible,black,ny
10990,2013,volkswagen,beetle convertible,excellent,4 cylinders,gas,96290,clean,automatic,mid-size,convertible,blue,ny
4990,1991,mazda,miata mx-5 convertible,excellent,4 cylinders,gas,136775,clean,manual,compact,convertible,red,ny
9000,1991,,RACE CAR,good,8 cylinders,gas,,clean,automatic,compact,coupe,black,ny
4495,2004,bmw,325,excellent,6 cylinders,gas,,clean,automatic,,coupe,silver,dc
6950,1985,chevrolet,corvette,,8 cylinders,gas,103000,clean,automatic,,coupe,blue,wi
4550,2009,ford,focus,excellent,6 cylinders,gas,,clean,automatic,mid-size,coupe,black,ny
14999,2010,chevrolet,camaro 2lt,excellent,6 cylinders,gas,93714,clean,automatic,,coupe,,ca
15999,2016,dodge,challenger sxt,excellent,6 cylinders,gas,74950,clean,automatic,,coupe,,ca
14900,1997,,Porsche Boxster,good,6 cylinders,gas,48000,lien,manual,,convertible,red,ny
13990,1975,chevrolet,corvette stingray,good,8 cylinders,gas,86265,clean,manual,mid-size,coupe,black,ny
14990,1968,ford,mustang,good,8 cylinders,gas,83886,clean,automatic,mid-size,coupe,white,ny
7500,1967,ford,galaxie 500,,,gas,,clean,manual,full-size,coupe,white,ny
14500,2000,,porsche boxster s,excellent,6 cylinders,gas,78542,clean,manual,,convertible,blue,ny
14500,2000,honda,s2000,good,4 cylinders,gas,112640,clean,manual,compact,convertible,red,wi
26000,2004,chevrolet,corvette convertible,excellent,8 cylinders,gas,28800,clean,automatic,,convertible,grey,ny
9600,2006,bmw,325ci coupe,excellent,6 cylinders,gas,56000,clean,automatic,mid-size,coupe,red,ny
2500,2005,chrysler,sebring convertible,excellent,6 cylinders,gas,89000,clean,automatic,compact,convertible,grey,ny
68,2003,audi,tt,,4 cylinders,gas,,clean,manual,,convertible,,ny
15000,1931,ford,,good,8 cylinders,gas,,clean,automatic,mid-size,coupe,white,ny
11500,2011,bmw,335i,excellent,6 cylinders,gas,83300,clean,automatic,full-size,coupe,black,ny
4500,1994,ford,mustang gt convertible,good,8 cylinders,gas,109500,clean,manual,full-size,convertible,silver,ny
39750,2014,bmw,m6,,8 cylinders,gas,27000,clean,automatic,,coupe,black,ny
15295,2013,infiniti,g,,6 cylinders,gas,75034,clean,automatic,,convertible,silver,il
1200,2005,,2005 Scion xB,good,4 cylinders,gas,,clean,automatic,compact,coupe,purple,ny
9450,2008,bmw,328i convertible,,6 cylinders,gas,80000,clean,automatic,,convertible,grey,ny
11000,2013,honda,civic si,excellent,4 cylinders,gas,99000,salvage,manual,,coupe,orange,ny
4500,1992,,1992 Volkswagon Cabriolet,excellent,4 cylinders,gas,,clean,manual,sub-compact,convertible,red,ny
26500,2018,chevrolet,camaro lt coupe 2d,like new,6 cylinders,gas,67586,clean,automatic,,coupe,grey,ny
12995,2012,bmw,335xi,excellent,6 cylinders,gas,96744,clean,automatic,compact,coupe,black,ny
2700,2005,,CHRLSLER SEABRING,excellent,,gas,170000,clean,automatic,mid-size,convertible,silver,ny
4000,2009,nissan,altima,good,4 cylinders,gas,117000,clean,automatic,,coupe,red,ny
2999,2000,chevrolet,cavalier,excellent,4 cylinders,gas,55000,clean,automatic,,coupe,white,ny
18000,2011,chevrolet,,excellent,8 cylinders,gas,40000,clean,automatic,,convertible,black,ny
9300,2002,ford,mustang gt,excellent,8 cylinders,gas,57846,clean,manual,,coupe,white,or
15000,2007,chrysler,crossfire,like new,6 cylinders,gas,19600,clean,automatic,compact,convertible,blue,ny
4000,2005,saturn,ion redline,good,4 cylinders,gas,98500,clean,manual,,coupe,red,or
3995,2008,mitsubishi,eclipse gs,good,4 cylinders,gas,149462,clean,automatic,mid-size,coupe,orange,ny
12500,1995,chevrolet,corvette,excellent,8 cylinders,gas,,clean,manual,,coupe,red,ny
21613,2017,mazda,mx-5 miata,,4 cylinders,gas,13675,clean,automatic,sub-compact,convertible,red,ny
4100,2003,mercedes-benz,clk320 coupe,excellent,6 cylinders,gas,120000,clean,automatic,mid-size,coupe,silver,dc
12000,1999,bmw,m3,excellent,6 cylinders,gas,140000,clean,manual,compact,coupe,green,ny
8995,2007,mercedes-benz,clk350,excellent,,gas,,clean,automatic,mid-size,convertible,black,ny
10999,1999,chevrolet,camaro z28,excellent,8 cylinders,gas,57000,clean,automatic,mid-size,coupe,blue,ny
5000,2012,honda,crz,good,4 cylinders,hybrid,102500,clean,automatic,compact,coupe,blue,dc
1500,2006,chevrolet,monte carlo,excellent,6 cylinders,gas,200000,clean,automatic,full-size,coupe,grey,ny
24990,2012,jaguar,xk coupe 2d,good,8 cylinders,gas,64157,clean,other,,coupe,silver,il
18495,2014,volkswagen,beetle convertible,,4 cylinders,gas,7071,clean,automatic,sub-compact,convertible,blue,ny
6999,2014,chrysler,200 convertible,good,4 cylinders,gas,95377,clean,automatic,,convertible,grey,il
6999,2010,mini,cooper hardtop s,excellent,4 cylinders,gas,71215,clean,automatic,,coupe,white,il
23500,2006,chevrolet,corvette convertible,excellent,8 cylinders,gas,33500,clean,manual,,convertible,red,ny
9995,2015,honda,accord,,,gas,92798,clean,manual,,coupe,black,dc
14950,1993,nissan,skyline r32 gts-t,good,6 cylinders,gas,111000,clean,manual,,coupe,white,ga
14990,2016,ford,mustang v6 coupe 2d,good,6 cylinders,gas,54143,clean,other,,coupe,black,ga
8500,1968,ford,thunderbird coupe,good,8 cylinders,gas,26500,clean,automatic,full-size,coupe,green,ny
23900,2016,audi,a5 premium plus coupe 2d,good,,gas,27459,clean,automatic,,coupe,black,ga
14500,2013,ford,mustang convertible,excellent,6 cylinders,gas,34000,clean,automatic,,convertible,,ny
4999,2004,mini,cooper hardtop s edition,good,4 cylinders,gas,158561,clean,manual,compact,coupe,red,or
14500,1980,chevrolet,corvette,excellent,8 cylinders,gas,,clean,automatic,,coupe,custom,ny
27500,1969,chevrolet,impala ss,good,8 cylinders,gas,,clean,automatic,full-size,coupe,black,ny
73495,2017,,Maserati GranTurismo,,8 cylinders,gas,2003,clean,automatic,sub-compact,convertible,black,ny
28495,2018,infiniti,q60,,6 cylinders,gas,23458,clean,automatic,,coupe,silver,ny
24995,2017,bmw,430,,4 cylinders,gas,32306,clean,automatic,,coupe,black,ny
28495,2017,bmw,230,,4 cylinders,gas,24355,clean,automatic,,coupe,white,ny
20999,2016,dodge,challenger,excellent,,gas,24717,clean,automatic,,coupe,,wi
8900,2007,saturn,sky red line,excellent,4 cylinders,gas,83000,clean,manual,mid-size,convertible,silver,ny
2000,1992,honda,prelude si,fair,4 cylinders,gas,149878,clean,automatic,mid-size,coupe,grey,ny
21500,2003,chevrolet,corvette z06,excellent,8 cylinders,gas,,clean,manual,,coupe,blue,ny
12000,1999,,porsche boxster,like new,6 cylinders,gas,31000,clean,manual,compact,convertible,red,ny
24975,1968,dodge,dart,excellent,8 cylinders,gas,,clean,automatic,mid-size,convertible,yellow,ny
64975,1971,dodge,charger,excellent,8 cylinders,gas,,clean,automatic,full-size,coupe,orange,ny
6995,1969,,mg midget,excellent,4 cylinders,gas,,clean,manual,sub-compact,convertible,red,ny
3000,1991,ford,mustang,good,4 cylinders,gas,70620,clean,automatic,mid-size,convertible,blue,ny
25650,2000,chevrolet,corvette,,,gas,6143,clean,manual,,coupe,blue,ny
21500,2013,chevrolet,camaro ss,new,8 cylinders,gas,6064,clean,manual,full-size,coupe,red,ny
5850,2015,,smart fortwo,excellent,3 cylinders,gas,49691,clean,automatic,compact,coupe,black,ny
5850,2012,mini,cooper clubman,excellent,4 cylinders,gas,103031,clean,manual,compact,coupe,black,ny
4000,1976,dodge,charger,good,6 cylinders,gas,,clean,automatic,full-size,coupe,green,ny
15000,2015,,scion fr-s,,,gas,39000,lien,automatic,,coupe,red,ny
3400,1985,pontiac,grand prix,good,8 cylinders,gas,,clean,automatic,mid-size,coupe,black,ny
1900,1999,chrysler,sebring,good,6 cylinders,gas,,clean,automatic,,convertible,silver,ny
4400,2006,pontiac,g6,good,6 cylinders,gas,174194,clean,automatic,mid-size,coupe,white,il
19600,1974,,Triumph TR 6,excellent,6 cylinders,gas,74381,clean,manual,compact,convertible,orange,ny
9800,2000,,porsche boxster,excellent,6 cylinders,gas,100000,clean,manual,,convertible,blue,ny
3300,1996,,saab 900se,good,4 cylinders,gas,189564,clean,automatic,compact,convertible,,ny
29909,2017,ford,mustang,,8 cylinders,gas,9302,clean,automatic,,coupe,black,ny
12000,1969,buick,riviera,like new,8 cylinders,gas,80000,clean,automatic,full-size,coupe,green,ny
7995,2011,bmw,128i,,6 cylinders,gas,90027,clean,automatic,,convertible,black,dc
4000,1976,,1976 Cosworth Vega,fair,4 cylinders,gas,20000,clean,manual,compact,coupe,black,ny
7999,2008,volvo,c30,excellent,5 cylinders,gas,114913,clean,manual,sub-compact,coupe,silver,or
6000,2009,pontiac,g5,excellent,4 cylinders,gas,84000,clean,automatic,compact,coupe,silver,il
27990,2017,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,25715,clean,other,,coupe,,ga
23990,2018,dodge,challenger sxt coupe 2d,good,6 cylinders,gas,4931,clean,other,,coupe,orange,ga
20000,1954,chevrolet,bel-air,like new,6 cylinders,gas,63000,clean,manual,mid-size,coupe,black,ny
3200,1973,lincoln,mark 4,good,8 cylinders,gas,45000,clean,automatic,full-size,coupe,red,ny
1,1984,chevrolet,camaro z28,excellent,8 cylinders,gas,1,clean,automatic,,coupe,,ny
63900,2015,bmw,i8,like new,3 cylinders,hybrid,10987,clean,automatic,,coupe,black,il
5200,1993,mercury,cougar xr7,excellent,6 cylinders,gas,4500,clean,automatic,full-size,coupe,brown,ny
13990,1975,chevrolet,corvette stingray,good,8 cylinders,gas,86265,clean,manual,mid-size,coupe,black,ny
0,2015,bmw,m235i,,,gas,55999,clean,automatic,sub-compact,coupe,white,dc
77975,2004,,Lamborghini Gallardo,,10 cylinders,gas,33000,clean,automatic,,coupe,black,dc
14990,1968,ford,mustang,good,8 cylinders,gas,83886,clean,automatic,mid-size,coupe,white,ny
3195,2001,honda,civic,,,gas,119853,clean,manual,compact,coupe,,dc
19000,2013,mercedes-benz,cls,,8 cylinders,gas,111035,clean,automatic,,coupe,silver,dc
4500,1994,mercury,capris,excellent,4 cylinders,gas,74000,clean,automatic,,convertible,blue,ny
12500,1995,chevrolet,corvette,excellent,8 cylinders,gas,,clean,manual,,coupe,red,ny
10975,1974,ford,thunderbird,excellent,8 cylinders,gas,13227,clean,automatic,full-size,coupe,blue,ny
0,2015,chevrolet,camaro,,,gas,70812,clean,automatic,,coupe,red,dc
0,2015,chevrolet,camaro,,,gas,70812,clean,automatic,,coupe,red,dc
13900,1975,,corvette sting ray,good,8 cylinders,gas,39000,clean,manual,,coupe,red,ny
2250,1999,,bmw323i,good,6 cylinders,gas,,clean,manual,mid-size,convertible,red,ny
9800,2008,ford,mustang,,,gas,96078,clean,automatic,sub-compact,coupe,white,dc
4000,2010,ford,focus,good,4 cylinders,gas,66800,clean,manual,compact,coupe,blue,ny
3000,2004,audi,a4,good,,gas,106800,clean,automatic,,convertible,blue,ny
14500,2015,chevrolet,camaro,excellent,6 cylinders,gas,70000,clean,automatic,,coupe,grey,ny
5850,2007,pontiac,g6,excellent,6 cylinders,gas,105663,clean,automatic,compact,coupe,silver,ny
5950,1998,,500 SL,good,8 cylinders,gas,138500,clean,automatic,,convertible,custom,ny
4350,2003,mazda,miata,excellent,4 cylinders,gas,164073,clean,manual,sub-compact,convertible,silver,ny
0,2003,ford,thunderbird,excellent,,gas,90310,clean,automatic,,convertible,,or
21000,2014,dodge,challenger,,8 cylinders,gas,57023,clean,manual,,coupe,silver,ca
8999,2006,bmw,325ci,excellent,6 cylinders,gas,107754,clean,manual,,convertible,,ca
22000,1966,ford,mustang coupe,excellent,8 cylinders,gas,142850,missing,automatic,,coupe,black,ny
2700,1989,honda,civic,excellent,4 cylinders,gas,114000,clean,automatic,compact,coupe,red,dc
21995,2015,lexus,rc 350,excellent,6 cylinders,gas,95961,clean,automatic,full-size,coupe,grey,dc
75575,2010,ferrari,california,good,10 cylinders,gas,54000,clean,automatic,,convertible,black,dc
8652,2011,chevrolet,camaro,,6 cylinders,gas,119863,clean,manual,compact,coupe,green,dc
2500,2005,honda,accord,salvage,4 cylinders,gas,,salvage,automatic,compact,coupe,black,ny
5798,2009,mercedes-benz,clk,excellent,,gas,133142,clean,automatic,,coupe,black,ca
14500,2002,,Corvette Convertible,good,8 cylinders,gas,75000,clean,manual,compact,convertible,blue,il
31500,2001,,Porsche 911 Carrera 4 Cabriolet,excellent,6 cylinders,gas,28000,clean,manual,full-size,convertible,silver,ny
8300,1999,chevrolet,corvette coupe,good,8 cylinders,gas,92000,clean,manual,,coupe,silver,dc
7999,2001,jeep,wrangler,good,6 cylinders,gas,151839,clean,manual,compact,coupe,yellow,dc
4999,2007,mini,cooper s,excellent,4 cylinders,gas,100234,clean,automatic,compact,coupe,yellow,dc
1000,2001,chevrolet,camaro z28,good,8 cylinders,gas,180000,clean,automatic,compact,convertible,black,ny
5800,1994,mercury,capri,,,gas,170000,clean,manual,sub-compact,convertible,blue,ny
15800,2018,honda,civic coupe lx,excellent,4 cylinders,gas,16582,clean,automatic,compact,coupe,black,dc
3350,1975,cadillac,coupe deville,good,8 cylinders,gas,72000,clean,automatic,full-size,coupe,silver,dc
2500,2002,ford,mustang,excellent,6 cylinders,gas,167000,clean,manual,compact,coupe,grey,dc
55000,2013,,Porsche 911 Carrera Convertible,excellent,6 cylinders,gas,48500,clean,automatic,mid-size,convertible,black,dc
16000,2006,honda,s2000,good,4 cylinders,gas,160000,clean,manual,compact,convertible,black,dc
13499,2010,mercedes-benz,benz e350,excellent,6 cylinders,gas,71400,clean,automatic,,coupe,white,dc
0,2016,chevrolet,camaro lt,excellent,6 cylinders,gas,70415,clean,automatic,,coupe,black,il
25997,2019,ford,mustang,excellent,,gas,5275,clean,automatic,,convertible,black,ny
7800,2010,chevrolet,camaro,,,gas,145000,clean,automatic,compact,coupe,silver,ny
38900,2014,,CORVETTE STINGRAY,excellent,8 cylinders,gas,7850,clean,manual,full-size,coupe,black,tx
5999,2006,chevrolet,monte carlo lt 3.5l,excellent,6 cylinders,gas,137021,clean,automatic,,coupe,,ca
35000,2011,bmw,m3 coupe,excellent,8 cylinders,gas,62000,clean,automatic,,coupe,grey,dc
3995,2005,volkswagen,new beetle convertible,excellent,,gas,164567,clean,automatic,,convertible,silver,ny
